supplier,region,postcode,scraped_at,tariff_name,elec_unit_rate_p,elec_day_rate_p,elec_night_rate_p,elec_standing_p,gas_unit_rate_p,gas_standing_p,exit_fee_gbp,contract_months,error
eon_next,Eastern,IP4 5ET,2026-04-03T05:44:46.836201,,,,,,,,,,Could not extract rates
eon_next,East Midlands,DE23 6JJ,2026-04-03T05:46:39.475465,,,,,,,,,,Could not extract rates
eon_next,London,N5 2SD,2026-04-03T05:48:38.751078,,,,,,,,,,Could not extract rates
british_gas,Eastern,IP4 5ET,2026-04-03T05:43:41.716246,Fixed Tariff Apr27 v2,25.817,,,47.704,7.345,28.333,£50 per fuel,,
british_gas,East Midlands,DE23 6JJ,2026-04-03T05:44:44.948244,Fixed Tariff Apr27 v2,24.941,,,48.537,7.405,28.414,£50 per fuel,,
british_gas,London,N5 2SD,2026-04-03T05:45:48.275035,Fixed Tariff Apr27 v2,25.149,,,44.012,7.767,29.193,£50 per fuel,,
british_gas,North Wales & Merseyside,L3 2BN,2026-04-03T05:48:16.631196,Fixed Tariff Apr27 v2,26.866,,,69.4,7.718,29.067,£50 per fuel,,
british_gas,West Midlands,SY2 6HL,2026-04-03T05:49:14.998056,Fixed Tariff Apr27 v2,25.254,,,52.453,7.481,28.702,£50 per fuel,,
british_gas,North East,NE2 1UY,2026-04-03T05:51:20.563403,Fixed Tariff Apr27 v2,25.37,,,59.317,7.403,28.788,£50 per fuel,,
british_gas,North West,PR4 2NB,2026-04-03T05:54:10.162936,Fixed Tariff Apr27 v2,25.589,,,46.805,7.462,28.811,£50 per fuel,,
british_gas,South East,BN2 7HQ,2026-04-03T05:57:44.315860,Fixed Tariff Apr27 v2,26.605,,,47.047,7.614,28.259,£50 per fuel,,
british_gas,Southern,BH6 4AS,2026-04-03T05:58:39.775013,Fixed Tariff Apr27 v2,25.901,,,44.076,7.783,28.146,£50 per fuel,,
british_gas,South Wales,CF14 2DY,2026-04-03T06:00:56.983600,Fixed Tariff Apr27 v2,26.208,,,51.141,7.668,28.94,£50 per fuel,,
british_gas,South West,PL9 7BS,2026-04-03T06:01:58.440208,Fixed Tariff Apr27 v2,25.741,,,53.485,7.776,28.307,£50 per fuel,,
british_gas,Yorkshire,YO31 1DT,2026-04-03T06:03:06.114911,Fixed Tariff Apr27 v2,25.37,,,59.317,7.403,28.788,£50 per fuel,,
british_gas,North Scotland,AB24 3EN,2026-04-03T06:05:32.141219,Fixed Tariff Apr27 v2,25.647,,,56.744,7.362,28.862,£50 per fuel,,
british_gas,South Scotland,G20 6NQ,2026-04-03T06:07:50.513631,Fixed Tariff Apr27 v2,26.161,,,56.003,7.363,28.887,£50 per fuel,,
ovo,Eastern,IP4 5ET,2026-04-03T05:43:41.555294,1 Year Fixed,27.24,,,64.72,8.45,26.07,£50 per fuel,12,
ovo,East Midlands,DE23 6JJ,2026-04-03T05:45:18.023229,1 Year Fixed,26.19,,,64.4,8.39,26.16,£50 per fuel,12,
ovo,London,N5 2SD,2026-04-03T05:46:42.005008,1 Year Fixed,26.94,,,56.21,8.75,26.78,£50 per fuel,12,
ovo,North Wales & Merseyside,L3 2BN,2026-04-03T05:49:56.076175,1 Year Fixed,28.53,,,80.72,8.57,26.75,£50 per fuel,12,
ovo,West Midlands,SY2 6HL,2026-04-03T05:51:32.485094,1 Year Fixed,26.32,,,70.17,8.47,26.39,£50 per fuel,12,
