supplier,region,postcode,scraped_at,tariff_name,elec_unit_rate_p,elec_day_rate_p,elec_night_rate_p,elec_standing_p,gas_unit_rate_p,gas_standing_p,exit_fee_gbp,contract_months,error
eon_next,Eastern,IP4 5ET,2026-03-08T04:12:42.460890,,,,,,,,,,No valid residential addresses found
eon_next,East Midlands,DE23 6JJ,2026-03-08T04:14:29.797763,,,,,,,,,,Could not extract rates
eon_next,London,N5 2SD,2026-03-08T04:16:28.136726,,,,,,,,,,Could not extract rates
british_gas,Eastern,IP4 5ET,2026-03-08T04:12:55.338153,Fixed Tariff Mar27 v3,29.412,,,47.703,6.512,32.554,£75 per fuel,,
british_gas,East Midlands,DE23 6JJ,2026-03-08T04:13:52.156631,Fixed Tariff Mar27 v3,28.011,,,48.537,6.531,32.637,£75 per fuel,,
british_gas,London,N5 2SD,2026-03-08T04:16:01.665576,Fixed Tariff Mar27 v3,27.629,,,45.508,6.993,33.457,£75 per fuel,,
british_gas,North Wales & Merseyside,L3 2BN,2026-03-08T04:18:25.081153,Fixed Tariff Mar27 v3,30.309,,,69.399,6.905,33.319,£75 per fuel,,
british_gas,West Midlands,SY2 6HL,2026-03-08T04:20:30.465721,Fixed Tariff Mar27 v3,28.323,,,52.453,6.638,32.94,£75 per fuel,,
british_gas,North East,NE2 1UY,2026-03-08T04:24:32.781409,Fixed Tariff Mar27 v3,28.264,,,59.316,6.668,33.031,£75 per fuel,,
british_gas,North West,PR4 2NB,2026-03-08T04:27:06.225884,Fixed Tariff Mar27 v3,28.035,,,50.609,6.633,33.06,£75 per fuel,,
british_gas,South East,BN2 7HQ,2026-03-08T04:28:01.415494,Fixed Tariff Mar27 v3,29.778,,,47.047,6.784,32.488,£75 per fuel,,
british_gas,Southern,BH6 4AS,2026-03-08T04:31:45.142884,,,,,,,,,,"Timeout: Locator.wait_for: Timeout 20000ms exceeded.
Call log:
  - waiting for locator(""#address-select"") to be visible
"
british_gas,South Wales,CF14 2DY,2026-03-08T04:36:53.157131,,,,,,,,,,"Timeout: Locator.wait_for: Timeout 20000ms exceeded.
Call log:
  - waiting for locator(""#address-select"") to be visible
"
british_gas,South West,PL9 7BS,2026-03-08T04:40:30.257401,Fixed Tariff Mar27 v3,29.409,,,53.485,6.96,32.528,£75 per fuel,,
british_gas,Yorkshire,YO31 1DT,2026-03-08T04:42:36.142420,Fixed Tariff Mar27 v3,28.264,,,59.316,6.668,33.031,£75 per fuel,,
