supplier,region,postcode,scraped_at,tariff_name,elec_unit_rate_p,elec_day_rate_p,elec_night_rate_p,elec_standing_p,gas_unit_rate_p,gas_standing_p,exit_fee_gbp,contract_months,error
eon_next,Eastern,IP4 5ET,2026-03-15T04:23:40.998802,Next Pledge Tracker 12m v10,23.08,,,53.95,5.24,28.74,25,,
eon_next,East Midlands,DE23 6JJ,2026-03-15T04:25:08.078576,Next Pledge Tracker 12m v10,21.82,,,53.61,5.16,28.82,25,,
eon_next,London,N5 2SD,2026-03-15T04:25:47.728154,Next Pledge Tracker 12m v10,23.04,,,44.83,5.48,29.6,25,,
eon_next,North Wales & Merseyside,L3 2BN,2026-03-15T04:27:09.389301,Next Pledge Tracker 12m v10,24.34,,,70.78,5.26,29.48,25,,
eon_next,West Midlands,SY2 6HL,2026-03-15T04:27:50.586945,Next Pledge Tracker 12m v10,22.04,,,59.72,5.25,29.11,25,,
eon_next,North East,NE2 1UY,2026-03-15T04:29:04.460556,Next Pledge Tracker 12m v10,21.95,,,64.3,5.26,29.2,25,,
eon_next,North West,PR4 2NB,2026-03-15T04:31:49.770198,Next Pledge Tracker 12m v10,22.85,,,47.63,5.21,29.22,25,,
eon_next,South East,BN2 7HQ,2026-03-15T04:33:05.695680,Next Pledge Tracker 12m v10,23.37,,,54.45,5.36,28.67,25,,
eon_next,Southern,BH6 4AS,2026-03-15T04:34:37.911411,,,,,,,,,,No valid residential addresses found
eon_next,South Wales,CF14 2DY,2026-03-15T04:36:40.771899,,,,,,,,,,No valid residential addresses found
eon_next,South West,PL9 7BS,2026-03-15T04:37:06.884376,Next Pledge Tracker 12m v10,23.11,,,57.9,5.45,28.72,25,,
eon_next,Yorkshire,YO31 1DT,2026-03-15T04:37:50.871570,Next Pledge Tracker 12m v10,21.95,,,64.3,5.26,29.2,25,,
eon_next,North Scotland,AB24 3EN,2026-03-15T04:40:24.769270,,,,,,,,,,Could not extract rates
eon_next,South Scotland,G20 6NQ,2026-03-15T04:42:23.519727,Next Pledge Tracker 12m v10,22.54,,,64.2,5.21,29.3,25,,
british_gas,Eastern,IP4 5ET,2026-03-15T04:24:05.957136,Fixed Tariff Jun27 v1,29.412,,,47.703,6.512,32.554,£75 per fuel,,
british_gas,East Midlands,DE23 6JJ,2026-03-15T04:25:20.493967,Fixed Tariff Jun27 v1,28.011,,,48.537,6.531,32.637,£75 per fuel,,
british_gas,London,N5 2SD,2026-03-15T04:26:22.074956,Fixed Tariff Jun27 v1,27.629,,,45.508,6.993,33.457,£75 per fuel,,
british_gas,North Wales & Merseyside,L3 2BN,2026-03-15T04:28:50.604313,Fixed Tariff Jun27 v1,30.309,,,69.399,6.905,33.319,£75 per fuel,,
british_gas,West Midlands,SY2 6HL,2026-03-15T04:29:43.117013,Fixed Tariff Jun27 v1,28.323,,,52.453,6.638,32.94,£75 per fuel,,
british_gas,North East,NE2 1UY,2026-03-15T04:30:41.512707,Fixed Tariff Jun27 v1,28.264,,,59.316,6.668,33.031,£75 per fuel,,
british_gas,North West,PR4 2NB,2026-03-15T04:33:19.058982,Fixed Tariff Jun27 v1,28.035,,,50.609,6.633,33.06,£75 per fuel,,
british_gas,South East,BN2 7HQ,2026-03-15T04:34:09.623446,Fixed Tariff Jun27 v1,29.778,,,47.047,6.784,32.488,£75 per fuel,,
british_gas,Southern,BH6 4AS,2026-03-15T04:35:07.521196,Fixed Tariff Jun27 v1,29.153,,,44.076,6.947,32.367,£75 per fuel,,
british_gas,South Wales,CF14 2DY,2026-03-15T04:38:26.417843,Fixed Tariff Jun27 v1,29.366,,,51.141,6.866,33.187,£75 per fuel,,
british_gas,South West,PL9 7BS,2026-03-15T04:40:31.066529,Fixed Tariff Jun27 v1,29.409,,,53.485,6.96,32.528,£75 per fuel,,
british_gas,Yorkshire,YO31 1DT,2026-03-15T04:41:36.271377,Fixed Tariff Jun27 v1,28.264,,,59.316,6.668,33.031,£75 per fuel,,
british_gas,North Scotland,AB24 3EN,2026-03-15T04:43:56.199715,Fixed Tariff Jun27 v1,29.051,,,60.45,6.631,33.1,£75 per fuel,,
british_gas,South Scotland,G20 6NQ,2026-03-15T04:44:55.702683,Fixed Tariff Jun27 v1,29.138,,,56.002,6.626,33.13,£75 per fuel,,
ovo,Eastern,IP4 5ET,2026-03-15T04:23:49.609569,Simpler Energy,27.88,,,49.33,5.87,34.74,£0 per fuel,,
ovo,East Midlands,DE23 6JJ,2026-03-15T04:25:31.858194,Simpler Energy,26.89,,,50.17,5.79,34.82,£0 per fuel,,
ovo,London,N5 2SD,2026-03-15T04:27:10.377452,Simpler Energy,27.0,,,47.11,6.03,35.63,£0 per fuel,,
ovo,North Wales & Merseyside,L3 2BN,2026-03-15T04:30:33.942642,Simpler Energy,29.09,,,71.01,5.94,35.49,£0 per fuel,,
ovo,West Midlands,SY2 6HL,2026-03-15T04:32:16.201291,Simpler Energy,26.99,,,54.08,5.85,35.12,£0 per fuel,,
ovo,North East,NE2 1UY,2026-03-15T04:34:08.611467,Simpler Energy,26.75,,,60.93,5.93,35.21,£0 per fuel,,
ovo,North West,PR4 2NB,2026-03-15T04:37:47.807404,1 Year Fixed,32.69,,22.19,58.35,7.85,27.52,£50 per fuel,12,
ovo,South East,BN2 7HQ,2026-03-15T04:39:53.788078,Simpler Energy,28.27,,,48.66,5.83,34.68,£0 per fuel,,
