supplier,region,postcode,scraped_at,tariff_name,elec_unit_rate_p,elec_day_rate_p,elec_night_rate_p,elec_standing_p,gas_unit_rate_p,gas_standing_p,exit_fee_gbp,contract_months,error
eon_next,Eastern,IP4 5ET,2026-03-25T05:26:30.866621,,,,,,,,,,Could not extract rates
eon_next,East Midlands,DE23 6JJ,2026-03-25T05:28:29.347688,,,,,,,,,,Could not extract rates
eon_next,London,N5 2SD,2026-03-25T05:30:38.149069,,,,,,,,,,Could not extract rates
british_gas,Eastern,IP4 5ET,2026-03-25T05:25:25.256510,Fixed Tariff Mar27 v5,26.948,,,48.467,7.783,23.264,£70 per fuel,,
british_gas,East Midlands,DE23 6JJ,2026-03-25T05:29:30.341092,,,,,,,,,,"Timeout: Locator.wait_for: Timeout 20000ms exceeded.
Call log:
  - waiting for locator(""#address-select"") to be visible
"
british_gas,London,N5 2SD,2026-03-25T05:31:43.214376,Fixed Tariff Mar27 v5,26.907,,,39.353,8.023,24.124,£70 per fuel,,
british_gas,North Wales & Merseyside,L3 2BN,2026-03-25T05:37:09.088834,Fixed Tariff Mar27 v5,28.204,,,65.298,7.802,23.997,£70 per fuel,,
british_gas,West Midlands,SY2 6HL,2026-03-25T05:39:11.528303,Fixed Tariff Mar27 v5,25.905,,,54.243,7.796,23.632,£70 per fuel,,
british_gas,North East,NE2 1UY,2026-03-25T05:40:20.255121,Fixed Tariff Mar27 v5,25.82,,,58.817,7.804,23.718,£70 per fuel,,
british_gas,North West,PR4 2NB,2026-03-25T05:45:48.061353,Fixed Tariff Mar27 v5,26.714,,,42.146,7.76,23.742,£70 per fuel,,
british_gas,South East,BN2 7HQ,2026-03-25T05:46:52.731413,Fixed Tariff Mar27 v5,27.237,,,48.967,7.91,23.189,£70 per fuel,,
british_gas,Southern,BH6 4AS,2026-03-25T05:50:37.934277,Fixed Tariff Mar27 v5,26.992,,,44.223,8.048,23.077,£70 per fuel,,
british_gas,South Wales,CF14 2DY,2026-03-25T05:55:48.064204,,,,,,,,,,"Timeout: Locator.wait_for: Timeout 20000ms exceeded.
Call log:
  - waiting for locator(""#address-select"") to be visible
"
british_gas,South West,PL9 7BS,2026-03-25T05:56:45.659745,Fixed Tariff Mar27 v5,26.977,,,52.422,7.999,23.238,£70 per fuel,,
british_gas,Yorkshire,YO31 1DT,2026-03-25T05:58:53.289475,Fixed Tariff Mar27 v5,25.82,,,58.817,7.804,23.718,£70 per fuel,,
british_gas,North Scotland,AB24 3EN,2026-03-25T06:02:27.073053,Fixed Tariff Mar27 v5,27.028,,,52.085,7.753,23.793,£70 per fuel,,
british_gas,South Scotland,G20 6NQ,2026-03-25T06:03:37.595326,Fixed Tariff Mar27 v5,26.408,,,58.716,7.753,23.816,£70 per fuel,,
ovo,Eastern,IP4 5ET,2026-03-25T05:25:17.357133,1 Year Fixed,31.41,,,66.44,9.07,27.08,£50 per fuel,12,
ovo,East Midlands,DE23 6JJ,2026-03-25T05:26:48.227490,1 Year Fixed,30.42,,,66.15,9.01,27.15,£50 per fuel,12,
ovo,London,N5 2SD,2026-03-25T05:28:10.585974,1 Year Fixed,31.1,,,58.11,9.36,27.76,£50 per fuel,12,
ovo,North Wales & Merseyside,L3 2BN,2026-03-25T05:30:57.780348,1 Year Fixed,32.5,,,82.57,9.18,27.76,£50 per fuel,12,
ovo,West Midlands,SY2 6HL,2026-03-25T05:32:31.733698,1 Year Fixed,30.42,,,71.87,9.09,27.39,£50 per fuel,12,
ovo,North East,NE2 1UY,2026-03-25T05:33:55.399173,1 Year Fixed,30.39,,,76.26,9.18,27.51,£50 per fuel,12,
ovo,North West,PR4 2NB,2026-03-25T05:37:03.052501,1 Year Fixed,34.42,,23.92,58.35,9.01,27.52,£50 per fuel,12,
