supplier,region,postcode,scraped_at,tariff_name,elec_unit_rate_p,elec_day_rate_p,elec_night_rate_p,elec_standing_p,gas_unit_rate_p,gas_standing_p,exit_fee_gbp,contract_months,error
british_gas,Eastern,IP4 5ET,2026-03-04T10:00:02.988050,"variable tariff, tracking below the Ofgem Price cap – helping you save up to",27.883,,,42.48,5.865,27.889,£10 per fuel,,
british_gas,East Midlands,DE23 6JJ,2026-03-04T10:01:06.775540,"variable tariff, tracking below the Ofgem Price cap – helping you save up to",26.888,,,43.32,5.79,27.973,£10 per fuel,,
british_gas,London,N5 2SD,2026-03-04T10:02:17.629319,"variable tariff, tracking below the Ofgem Price cap – helping you save up to",26.998,,,40.259,6.028,28.775,£10 per fuel,,
british_gas,North Wales & Merseyside,L3 2BN,2026-03-04T10:04:35.941282,"variable tariff, tracking below the Ofgem Price cap – helping you save up to",29.089,,,64.162,5.941,28.638,£10 per fuel,,
british_gas,West Midlands,SY2 6HL,2026-03-04T10:05:35.425587,"variable tariff, tracking below the Ofgem Price cap – helping you save up to",26.987,,,47.232,5.853,28.266,£10 per fuel,,
british_gas,North East,NE2 1UY,2026-03-04T10:06:48.182493,"variable tariff, tracking below the Ofgem Price cap – helping you save up to",26.747,,,54.084,5.934,28.355,£10 per fuel,,
british_gas,North West,PR4 2NB,2026-03-04T10:09:34.496182,"variable tariff, tracking below the Ofgem Price cap – helping you save up to",28.447,,,45.374,5.895,28.382,£10 per fuel,,
british_gas,South East,BN2 7HQ,2026-03-04T10:10:24.816351,"variable tariff, tracking below the Ofgem Price cap – helping you save up to",28.268,,,41.813,5.825,27.826,£10 per fuel,,
british_gas,Southern,BH6 4AS,2026-03-04T10:11:22.773625,"variable tariff, tracking below the Ofgem Price cap – helping you save up to",27.826,,,38.853,6.001,27.705,£10 per fuel,,
british_gas,South Wales,CF14 2DY,2026-03-04T10:13:53.331242,"variable tariff, tracking below the Ofgem Price cap – helping you save up to",28.181,,,45.901,6.107,28.505,£10 per fuel,,
british_gas,South West,PL9 7BS,2026-03-04T10:14:50.972238,"variable tariff, tracking below the Ofgem Price cap – helping you save up to",28.159,,,48.257,6.147,27.858,£10 per fuel,,
